species_name,species_name_fishbase,genus_name,genus_name_fishbase,origin,invasive,IUCN_Global,IUCN_Med,Year_Global,Year_Med,Length_cm,Length_max,Depth_min_m,Depth_max_m,Continental_shelf,Continental_slope,Open_ocean,Habitat._soft,Habitat_rocky,Habitat_posidonia,Migration,Reproduction,Sex_shift,Semelparity,Larvae,Behav,Diet_type,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,AirBreathing,AnaCat,Vulnerability
Terapon puta,Terapon puta,Terapon,Terapon,RS,1,NA,NA,NA,NA,10,15,1,10,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,1,1,1,benthopelagic,WaterAssumed,amphidromous,31.43
Terapon theraps,Terapon theraps,Terapon,Terapon,RS,1,LC,NA,2011,NA,12,30,1,10,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,1,1,1,reef-associated,WaterAssumed,NA,24.37
Tetragonurus cuvieri,Tetragonurus cuvieri,Tetragonurus,Tetragonurus,U,0,LC,LC,2015,2011,50,70,1,800,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Omnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,oceanodromous,66.13
Tetrapturus albidus,Kajikia albida,Tetrapturus,Kajikia,U,0,LC,DD,2022,2011,200,300,1,50,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,41.31
Tetrapturus belone,Tetrapturus belone,Tetrapturus,Tetrapturus,E,0,LC,LC,2023,2011,200,240,1,200,1,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,90
Tetrapturus georgei,Tetrapturus georgii,Tetrapturus,Tetrapturus,A,0,DD,NA,2023,NA,150,200,1,200,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,90
Tetrosomus gibbosus,Tetrosomus gibbosus,Tetrosomus,Tetrosomus,RS,1,LC,NA,2010,NA,20,30,1,100,0,1,0,0,0,1,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,20
Thalassoma pavo,Thalassoma pavo,Thalassoma,Thalassoma,U,0,LC,LC,2010,2011,17.5,25,1,30,0,0,0,0,1,0,NA,Oviparous,Protogynous,no,Planktotrophic,Mix,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,20.5
Thorogobius ephippiatus,Thorogobius ephippiatus,Thorogobius,Thorogobius,U,0,LC,LC,2025,2011,9,13,10,30,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,36.08
Thorogobius macrolepis,Thorogobius macrolepis,Thorogobius,Thorogobius,E,0,LC,LC,2025,2025,5.5,6.5,20,40,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Thunnus alalunga,Thunnus alalunga,Thunnus,Thunnus,U,0,LC,LC,2021,2011,80,130,1,100,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,71.11
Thunnus albacares,Thunnus albacares,Thunnus,Thunnus,A,1,LC,NA,2021,NA,150,239,1,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,1,1,pelagic-oceanic,WaterAssumed,oceanodromous,45.6
Thunnus thynnus,Thunnus thynnus,Thunnus,Thunnus,U,0,LC,EN,2021,2011,200,320,1,70,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-oceanic,WaterAssumed,oceanodromous,82.35
Torpedo marmorata,Torpedo marmorata,Torpedo,Torpedo,U,0,VU,LC,2021,2016,70,100,10,100,1,0,0,1,0,0,NA,Ovoviviparous,no,no,no,NA,Piscivorous,other,0,1,1,reef-associated,WaterAssumed,NA,60
Torpedo nobiliana,Tetronarce nobiliana,Torpedo,Tetronarce,U,0,LC,NA,2021,NA,140,180,10,300,1,1,0,1,0,0,Oceanodromous,Ovoviviparous,no,no,no,NA,Piscivorous,other,0,0,1,benthopelagic,WaterAssumed,oceanodromous,90
Torpedo torpedo,Torpedo torpedo,Torpedo,Torpedo,U,0,VU,LC,2021,2016,55,80,1,100,1,0,0,1,0,0,NA,Ovoviviparous,no,no,no,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,65.3
Torquigener flavimaculosus,Torquigener flavimaculosus,Torquigener,Torquigener,RS,1,LC,NA,2014,NA,10,14,1,10,0,0,0,1,0,1,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,10
Trachinotus ovatus,Trachinotus ovatus,Trachinotus,Trachinotus,U,0,LC,LC,2015,2011,35,70,1,10,0,0,0,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,NA,48
Trachinus araneus,Trachinus araneus,Trachinus,Trachinus,U,0,LC,LC,2015,2011,35,50,5,100,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,31.87
Trachinus draco,Trachinus draco,Trachinus,Trachinus,U,0,LC,LC,2015,2011,32.5,40,5,20,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,54.76
Trachinus radiatus,Trachinus radiatus,Trachinus,Trachinus,U,0,LC,LC,2015,2011,35,50,30,60,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,34.11
Trachipterus trachypterus,Trachipterus trachypterus,Trachipterus,Trachipterus,U,0,LC,DD,2015,2011,150,300,1,500,1,1,0,0,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,eel-like,0,0,1,bathypelagic,WaterAssumed,NA,90
Trachurus indicus,Trachurus indicus,Trachurus,Trachurus,RS,1,VU,NA,2018,NA,20,35,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,30.61
Trachurus mediterraneus,Trachurus mediterraneus,Trachurus,Trachurus,U,0,LC,LC,2015,2011,30,60,10,50,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-oceanic,WaterAssumed,oceanodromous,36.06
Trachurus picturatus,Trachurus picturatus,Trachurus,Trachurus,U,0,LC,LC,2015,2011,40,60,1,370,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,oceanodromous,68.02
Trachurus trachurus,Trachurus trachurus,Trachurus,Trachurus,U,0,VU,LC,2015,2011,30,50,10,100,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,oceanodromous,56.3
Trachyrincus scabrus,Trachyrincus scabrus,Trachyrincus,Trachyrincus,U,0,LC,LC,2015,2011,50,60,390,1700,0,1,1,1,1,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,bathydemersal,WaterAssumed,non-migratory,38.44
Trachyscorpia cristulata,Trachyscorpia cristulata,Trachyscorpia,Trachyscorpia,A,0,LC,NA,2015,NA,15,55,200,2500,0,1,1,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,44.4
Triacanthus biaculaetus,Triacanthus biaculeatus,Triacanthus,Triacanthus,RS,1,LC,NA,2024,NA,25,30,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,1,1,demersal,WaterAssumed,NA,39.76
Trichiurus lepturus,Trichiurus lepturus,Trichiurus,Trichiurus,U,0,LC,LC,2015,2011,130,150,3,350,1,0,0,0,0,0,Amphidromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,eel-like,0,1,1,benthopelagic,WaterAssumed,amphidromous,52.45
Tridentiger trigonocephalus,Tridentiger trigonocephalus,Tridentiger,Tridentiger,O,1,LC,NA,2021,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,demersal,WaterAssumed,NA,10
Trigla lucerna,Chelidonichthys lucerna,Trigla,Chelidonichthys,U,0,LC,LC,2015,2011,55,75,20,150,1,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,54.94
Trigla lyra,Trigla lyra,Trigla,Trigla,U,0,LC,LC,2015,2011,45,75,50,400,1,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,bathydemersal,WaterAssumed,NA,62.63
Trigloporus lastoviza,Chelidonichthys lastoviza,Trigloporus,Chelidonichthys,U,0,LC,LC,2015,2011,27.5,40,20,100,1,0,0,1,1,0,NA,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,32
Tripterygion delaisi,Tripterygion delaisi,Tripterygion,Tripterygion,E,0,LC,LC,2026,2011,6.5,9,5,20,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Tripterygion melanurus,Tripterygion melanurus,Tripterygion,Tripterygion,E,0,LC,LC,2026,2014,4.25,5.3,1,15,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Tripterygion tripteronotus,Tripterygion tripteronotum,Tripterygion,Tripterygion,E,0,LC,NA,2026,NA,6.5,8,1,3,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,non-migratory,10
Trisopterus luscus,Trisopterus luscus,Trisopterus,Trisopterus,E,0,NA,DD,NA,2011,32.5,45,10,100,1,0,0,1,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,benthopelagic,WaterAssumed,oceanodromous,25.61
Trisopterus minutus,Trisopterus minutus,Trisopterus,Trisopterus,U,0,NA,NA,NA,NA,27.5,40,25,200,1,1,0,1,1,0,NA,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,non-migratory,37.25
Trypauchen vagina,Trypauchen vagina,Trypauchen,Trypauchen,RS,1,LC,NA,2019,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,1,1,demersal,WaterAssumed,amphidromous,24.01
Tylerius spinosissimus,Tylerius spinosissimus,Tylerius,Tylerius,RS,1,LC,NA,2014,NA,NA,12,250,435,0,0,1,1,0,0,no,NA,no,no,NA,Solitary,Carnivorous,short and / or deep,0,0,1,bathydemersal,WaterAssumed,NA,10
Tylosurus acus,Tylosurus acus,Tylosurus,Tylosurus,U,0,LC,LC,2015,2011,65,135,1,5,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Piscivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,43.55
Tylosurus choran,Tylosurus choram,Tylosurus,Tylosurus,RS,0,NA,NA,NA,NA,60,75,1,5,1,0,0,0,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Piscivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,NA,72
Tylosurus crocodilus,Tylosurus crocodilus,Tylosurus,Tylosurus,RS,1,LC,NA,2015,NA,90,150,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,reef-associated,WaterAssumed,oceanodromous,47.31
Umbrina canariensis,Umbrina canariensis,Umbrina,Umbrina,A,0,LC,DD,2020,2011,40,80,50,300,1,1,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,43.62
Umbrina cirrosa,Umbrina cirrosa,Umbrina,Umbrina,U,0,VU,VU,2020,2011,70,100,5,50,0,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Mix,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,42.61
Umbrina ronchus,Umbrina ronchus,Umbrina,Umbrina,U,0,DD,DD,2020,2011,65,80,20,200,0,0,0,1,1,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,36.37
Upeneus asymmetricus,Upeneus asymmetricus,Upeneus,Upeneus,RS,0,NA,NA,NA,NA,9,30,50,300,0,0,0,0,1,0,NA,NA,no,no,NA,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,20
Upeneus moluccensis,Upeneus moluccensis,Upeneus,Upeneus,RS,1,LC,NA,2016,NA,18,25,10,80,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,21.99
Upeneus pori,Upeneus pori,Upeneus,Upeneus,RS,1,LC,NA,2020,NA,7,17,1,50,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Uranoscopus scaber,Uranoscopus scaber,Uranoscopus,Uranoscopus,U,0,LC,LC,2015,2011,27.5,35,15,100,1,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,56.01
Valenciennellus tripunctulatus,Valenciennellus tripunctulatus,Valenciennellus,Valenciennellus,U,0,LC,NA,2015,NA,NA,3.1,100,550,0,0,1,0,0,0,no,Oviparous,no,no,NA,NA,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,non-migratory,10
Vanderhorstia mertensi,Vanderhorstia mertensi,Vanderhorstia,Vanderhorstia,RS,1,LC,NA,2019,NA,NA,11,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,reef-associated,WaterAssumed,NA,10
Vanneaugobius pruvoti,Vanneaugobius pruvoti,Vanneaugobius,Vanneaugobius,U,0,DD,NA,2025,NA,3.7,3.9,110,115,NA,NA,NA,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Variola louti,Variola louti,Variola,Variola,RS,1,LC,NA,2018,NA,75,83,3,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,non-migratory,43.34
Vinciguerria attenuata,Vinciguerria attenuata,Vinciguerria,Vinciguerria,U,0,LC,LC,2015,2011,2,5,100,2000,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,NA,10
Vinciguerria poweriae,Vinciguerria poweriae,Vinciguerria,Vinciguerria,U,0,LC,LC,2015,2011,2,4,50,1000,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,NA,10
Xiphia gladius,Xiphias gladius,Xiphia,Xiphias,U,0,NT,NT,2022,2011,250,450,10,125,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,71.62
Xyrichthys novacula,Xyrichtys novacula,Xyrichthys,Xyrichtys,U,0,LC,LC,2010,2011,27.5,50,5,20,0,0,0,1,0,1,no,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,36.27
Zebrasoma flavescens,Zebrasoma flavescens,Zebrasoma,Zebrasoma,O,1,LC,NA,2012,NA,NA,20,2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,57.42
Zebrasoma xanthurum,Zebrasoma xanthurum,Zebrasoma,Zebrasoma,RS,1,LC,NA,2012,NA,10,36.70000076,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,26.7
Zebrus zebrus,Zebrus zebrus,Zebrus,Zebrus,U,0,LC,NA,2025,NA,5,6.5,1,5,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Zenopsis conchifer,Zenopsis conchifer,Zenopsis,Zenopsis,A,1,LC,NA,2015,NA,25,75,100,400,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Piscivorous,short and / or deep,0,0,1,benthopelagic,WaterAssumed, ,52
Zeus faber,Zeus faber,Zeus,Zeus,U,0,DD,LC,2015,2011,45,70,50,150,1,1,0,1,1,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,1,1,benthopelagic,WaterAssumed,oceanodromous,38.57
Zosterisessor ophiocephalus,Gobius ophiocephalus,Zosterisessor,Gobius,E,0,LC,LC,2025,2011,19,25,1,5,0,0,0,1,0,1,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,oceanodromous,19.9
Zu cristatus,Zu cristatus,Zu,Zu,U,0,LC,DD,2015,2011,80,100,1,500,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,NA,86.38
Apogon pacificus,Apogon pacificus,Apogon,Apogon,O,0,LC,NA,2010,NA,NA,10,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,10
Dasyatis marmorata,Dasyatis marmorata,Dasyatis,Dasyatis,A,0,NT,DD,2021,2016,NA,74.5,12,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,0,0,1,demersal,WaterAssumed,NA,49.8
Dasyatis pastinaca,Dasyatis pastinaca,Dasyatis,Dasyatis,A,0,VU,VU,2021,2016,NA,69.5,5,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,0,1,1,demersal,WaterAssumed,NA,78.45
Diplodus holbrookii,Diplodus holbrookii,Diplodus,Diplodus,U,0,LC,NA,2014,NA,25,46,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,36
Encrasicholina punctifer,Encrasicholina punctifer,Encrasicholina,Encrasicholina,RS,1,LC,NA,2017,NA,NA,13,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,oceanodromous,11.68
Epinephelus costae,Epinephelus costae,Epinephelus,Epinephelus,A,0,NA,NA,NA,NA,NA,140,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,65.72
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Oncorhynchus,Oncorhynchus,O,0,LC,NA,2024,NA,50.5,76,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,demersal,WaterAssumed,anadromous,50.4
Pegusa bleekeri,Ebosia bleekeri,Pegusa,Ebosia,O,0,NA,NA,NA,NA,NA,22,110,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,16.84
Raja brachyura,Raja brachyura,Raja,Raja,A,0,NT,NT,2024,2016,NA,120,10,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,0,0,1,demersal,WaterAssumed,NA,65.3
Salmo salar,Salmo salar,Salmo,Salmo,A,0,NT,NA,2023,NA,38,150,0,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,benthopelagic,WaterAssumed,anadromous,45.37
Sardinella longiceps,Sardinella longiceps,Sardinella,Sardinella,O,0,LC,NA,2020,NA,20,23,20,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,oceanodromous,16.6
Scomber colias,Scomber colias,Scomber,Scomber,A,0,LC,NT,2023,2011,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,NA,42
Synodus synodus,Synodus synodus,Synodus,Synodus,A,1,LC,NA,2015,NA,20,43,0,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,reef-associated,WaterAssumed,NA,33
Vinciguerria nimbaria,Vinciguerria nimbaria,Vinciguerria,Vinciguerria,A,0,LC,NA,2015,NA,3.700000048,5.5,20,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,NA,10
